GPS,Latitude,Longitude,Altitude,Date,Time 

GPS3,48.781654,11.475328,0.000,28-3-2023,13:57:46
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:46
GPS1,48.781631,11.475247,0.000,28-3-2023,13:57:46
GPS3,48.781654,11.475328,0.000,28-3-2023,13:57:46
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:46
GPS1,48.781631,11.475247,0.000,28-3-2023,13:57:46
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:47
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:47
GPS1,48.781635,11.475244,0.000,28-3-2023,13:57:47
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:47
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:47
GPS1,48.781635,11.475244,0.000,28-3-2023,13:57:47
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:48
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:48
GPS1,48.781639,11.475243,0.000,28-3-2023,13:57:48
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:48
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:48
GPS1,48.781639,11.475243,0.000,28-3-2023,13:57:48
GPS1,48.781639,11.475243,0.000,28-3-2023,13:57:48
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:49
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:49
GPS1,48.781642,11.475241,0.000,28-3-2023,13:57:49
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:49
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:49
GPS1,48.781642,11.475241,0.000,28-3-2023,13:57:49
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:50
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:50
GPS1,48.781646,11.475239,0.000,28-3-2023,13:57:50
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:50
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:50
GPS1,48.781646,11.475239,0.000,28-3-2023,13:57:50
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:51
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:51
GPS1,48.781650,11.475238,0.000,28-3-2023,13:57:51
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:51
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:51
GPS1,48.781650,11.475238,0.000,28-3-2023,13:57:51
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:52
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:52
GPS1,48.781650,11.475236,0.000,28-3-2023,13:57:52
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:52
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:52
GPS1,48.781650,11.475236,0.000,28-3-2023,13:57:52
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:53
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:53
GPS1,48.781650,11.475236,0.000,28-3-2023,13:57:53
GPS3,48.781654,11.475329,0.000,28-3-2023,13:57:53
GPS2,48.781642,11.475301,0.000,28-3-2023,13:57:53
GPS1,48.781650,11.475236,0.000,28-3-2023,13:57:53
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:54
GPS2,48.781642,11.475302,0.000,28-3-2023,13:57:54
GPS1,48.781646,11.475239,0.000,28-3-2023,13:57:54
GPS3,48.781654,11.475330,0.000,28-3-2023,13:57:54
GPS2,48.781642,11.475302,0.000,28-3-2023,13:57:54
GPS1,48.781646,11.475239,0.000,28-3-2023,13:57:54
GPS2,48.781642,11.475306,0.000,28-3-2023,13:57:55
GPS3,48.781650,11.475334,0.000,28-3-2023,13:57:55
GPS1,48.781642,11.475249,0.000,28-3-2023,13:57:55
GPS2,48.781642,11.475306,0.000,28-3-2023,13:57:55
GPS3,48.781650,11.475334,0.000,28-3-2023,13:57:55
GPS3,48.781650,11.475340,0.000,28-3-2023,13:57:56
GPS2,48.781642,11.475313,0.000,28-3-2023,13:57:56
GPS1,48.781642,11.475257,0.000,28-3-2023,13:57:56
GPS3,48.781650,11.475340,0.000,28-3-2023,13:57:56
GPS2,48.781642,11.475313,0.000,28-3-2023,13:57:56
GPS1,48.781642,11.475257,0.000,28-3-2023,13:57:56
GPS2,48.781639,11.475319,0.000,28-3-2023,13:57:57
GPS3,48.781650,11.475347,0.000,28-3-2023,13:57:57
GPS1,48.781642,11.475257,0.000,28-3-2023,13:57:56
GPS2,48.781639,11.475319,0.000,28-3-2023,13:57:57
GPS3,48.781650,11.475347,0.000,28-3-2023,13:57:57
GPS1,48.781642,11.475257,0.000,28-3-2023,13:57:56
GPS1,48.781642,11.475257,0.000,28-3-2023,13:57:56
GPS2,48.781639,11.475328,0.000,28-3-2023,13:57:58
GPS3,48.781650,11.475354,0.000,28-3-2023,13:57:58
GPS1,48.781600,11.475334,0.000,28-3-2023,13:57:58
GPS2,48.781639,11.475328,0.000,28-3-2023,13:57:58
GPS3,48.781650,11.475354,0.000,28-3-2023,13:57:58
GPS3,48.781646,11.475362,0.000,28-3-2023,13:57:59
GPS2,48.781635,11.475338,0.000,28-3-2023,13:57:59
GPS1,48.781620,11.475387,0.000,28-3-2023,13:57:59
GPS3,48.781646,11.475362,0.000,28-3-2023,13:57:59
GPS2,48.781635,11.475338,0.000,28-3-2023,13:57:59
GPS1,48.781620,11.475387,0.000,28-3-2023,13:57:59
GPS2,48.781635,11.475349,0.000,28-3-2023,13:58:0
GPS3,48.781646,11.475371,0.000,28-3-2023,13:58:0
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS2,48.781635,11.475349,0.000,28-3-2023,13:58:0
GPS3,48.781646,11.475371,0.000,28-3-2023,13:58:0
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS3,48.781642,11.475381,0.000,28-3-2023,13:58:1
GPS2,48.781631,11.475359,0.000,28-3-2023,13:58:1
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS1,48.781620,11.475329,0.000,28-3-2023,13:58:0
GPS3,48.781642,11.475381,0.000,28-3-2023,13:58:1
GPS2,48.781631,11.475359,0.000,28-3-2023,13:58:1
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS2,48.781627,11.475372,0.000,28-3-2023,13:58:2
GPS3,48.781642,11.475392,0.000,28-3-2023,13:58:2
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS2,48.781627,11.475372,0.000,28-3-2023,13:58:2
GPS3,48.781642,11.475392,0.000,28-3-2023,13:58:2
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS2,48.781623,11.475385,0.000,28-3-2023,13:58:3
GPS3,48.781639,11.475404,0.000,28-3-2023,13:58:3
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:1
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
GPS2,48.781623,11.475385,0.000,28-3-2023,13:58:3
GPS3,48.781639,11.475404,0.000,28-3-2023,13:58:3
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
GPS2,48.781623,11.475396,0.000,28-3-2023,13:58:4
GPS3,48.781639,11.475416,0.000,28-3-2023,13:58:4
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
GPS2,48.781623,11.475396,0.000,28-3-2023,13:58:4
GPS3,48.781639,11.475416,0.000,28-3-2023,13:58:4
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
GPS3,48.781635,11.475428,0.000,28-3-2023,13:58:5
GPS2,48.781620,11.475404,0.000,28-3-2023,13:58:5
GPS1,48.781608,11.475342,0.000,28-3-2023,13:58:3
